id,type,name,slug,region,source_file,data_completeness,status,notes
6e019fa3cc,accommodation,West Wales Windsurf,west-wales-windsurf,Abersoch,content/accommodation.csv,1.00,csv-only,
118798425b,accommodation,Whistling Sands Campsite,whistling-sands-campsite,Porthor,content/accommodation.csv,1.00,csv-only,
fc25dae684,accommodation,Whitesands Bay Caravan Park,whitesands-bay-caravan-park,Whitesands,content/accommodation.csv,1.00,csv-only,
37f6b1727a,accommodation,Wigwam Holidays Hafren,wigwam-holidays-hafren,Staylittle,content/accommodation.csv,0.71,csv-only,
cd847bc3df,accommodation,Woodlands Centre,woodlands-centre,Betws-y-Coed,content/accommodation.csv,0.71,csv-only,
7d007a5c94,accommodation,Wyeside Camping,wyeside-camping,mid-wales,content/accommodation.csv,0.57,csv-only,
a546faeb47,accommodation,YHA Brecon Beacons,yha-brecon-beacons,Libanus,content/accommodation.csv,0.71,csv-only,
afe243c4f2,accommodation,YHA Llanbedr,yha-llanbedr,Llanbedr,content/accommodation.csv,0.71,csv-only,
3fe15030cf,accommodation,YHA Snowdon Llanberis,yha-snowdon-llanberis,Llanberis,content/accommodation.csv,0.71,csv-only,
65e75f874e,accommodation,YHA Snowdon Pen-y-Pass,yha-snowdon-pen-y-pass,Pen-y-Pass,content/accommodation.csv,0.71,csv-only,
8c6d1123ef,accommodation,Zip World Fforest,zip-world-fforest,Betws-y-Coed,content/accommodation.csv,0.71,csv-only,
7f05fd9818,activities,Archery,archery,Brecon Beacons,content/activities.csv,1.00,csv-only,
c64923d18b,activities,Bike Hire,bike-hire,Mid Wales,content/activities.csv,1.00,csv-only,
7233f7d861,activities,Bike Hire - Enduro,bike-hire-enduro,Brecon Beacons,content/activities.csv,1.00,csv-only,
2c8f64bb26,activities,Boat Trip - Ramsey Island,boat-trip-ramsey-island,Pembrokeshire,content/activities.csv,1.00,csv-only,
1a3e0cb5ca,activities,Bounce Below,bounce-below,Snowdonia,content/activities.csv,1.00,csv-only,
8ea14f62cb,activities,Canyoning,canyoning,Brecon Beacons,content/activities.csv,1.00,csv-only,
304e97cd89,activities,Caving,caving,Brecon Beacons,content/activities.csv,1.00,csv-only,
304e97cd89,activities,Caving,caving,Brecon Beacons,content/activities.csv,1.00,csv-only,
c890f42210,activities,Coaching Session,coaching-session,Brecon Beacons,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Pembrokeshire,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Pembrokeshire,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Pembrokeshire,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Pembrokeshire,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Pembrokeshire,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Anglesey,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Anglesey,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Gower,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Gower,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Gower,content/activities.csv,1.00,csv-only,
46b36ca722,activities,Coasteering,coasteering,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
c2dd1897ea,activities,Coasteering Classic,coasteering-classic,Pembrokeshire,content/activities.csv,1.00,csv-only,
e3b3f448a7,activities,Crib Goch Guided Walk,crib-goch-guided-walk,Snowdonia,content/activities.csv,1.00,csv-only,
21fc1728d3,activities,Downhill MTB - Antur Stiniog,downhill-mtb-antur-stiniog,Snowdonia,content/activities.csv,1.00,csv-only,
406b14d19b,activities,Gorge Walking,gorge-walking,Snowdonia,content/activities.csv,1.00,csv-only,
406b14d19b,activities,Gorge Walking,gorge-walking,Brecon Beacons,content/activities.csv,1.00,csv-only,
406b14d19b,activities,Gorge Walking,gorge-walking,Brecon Beacons,content/activities.csv,1.00,csv-only,
15f2f00e6d,activities,High Ropes,high-ropes,Brecon Beacons,content/activities.csv,1.00,csv-only,
1cdf43d5c2,activities,Jet Skiing,jet-skiing,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
287a7f4260,activities,Kayaking,kayaking,Mid Wales,content/activities.csv,1.00,csv-only,
df6265c5e1,activities,Kitesurfing,kitesurfing,Anglesey,content/activities.csv,1.00,csv-only,
df6265c5e1,activities,Kitesurfing,kitesurfing,Anglesey,content/activities.csv,1.00,csv-only,
bc323cd3c7,activities,Llanberis Path Guided Walk,llanberis-path-guided-walk,Snowdonia,content/activities.csv,1.00,csv-only,
fe5a3c3356,activities,Mountain Biking,mountain-biking,Brecon Beacons,content/activities.csv,1.00,csv-only,
fe5a3c3356,activities,Mountain Biking,mountain-biking,Brecon Beacons,content/activities.csv,1.00,csv-only,
fe5a3c3356,activities,Mountain Biking,mountain-biking,Mid Wales,content/activities.csv,1.00,csv-only,
fe5a3c3356,activities,Mountain Biking,mountain-biking,Mid Wales,content/activities.csv,1.00,csv-only,
6bfb7b1672,activities,Mountain Biking - MinorTaur,mountain-biking-minortaur,Snowdonia,content/activities.csv,1.00,csv-only,
d3a5435d17,activities,Mountain Biking - Temtiwr,mountain-biking-temtiwr,Snowdonia,content/activities.csv,1.00,csv-only,
6bd7006688,activities,Paddle Boarding,paddle-boarding,Pembrokeshire,content/activities.csv,1.00,csv-only,
6bd7006688,activities,Paddle Boarding,paddle-boarding,Brecon Beacons,content/activities.csv,1.00,csv-only,
6bd7006688,activities,Paddle Boarding,paddle-boarding,Mid Wales,content/activities.csv,1.00,csv-only,
7b19a24242,activities,Powerboat Tours,powerboat-tours,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
aa77e1b955,activities,Powerboating,powerboating,Anglesey,content/activities.csv,1.00,csv-only,
1d22d31246,activities,RIB Boat Ride,rib-boat-ride,Anglesey,content/activities.csv,1.00,csv-only,
ee2a5f1f70,activities,Rock Climbing,rock-climbing,Pembrokeshire,content/activities.csv,1.00,csv-only,
ee2a5f1f70,activities,Rock Climbing,rock-climbing,Brecon Beacons,content/activities.csv,1.00,csv-only,
ee2a5f1f70,activities,Rock Climbing,rock-climbing,Gower,content/activities.csv,1.00,csv-only,
2c23d5ccab,activities,Rock Climbing Taster,rock-climbing-taster,Snowdonia,content/activities.csv,1.00,csv-only,
9e0677fa9f,activities,Sailing,sailing,Anglesey,content/activities.csv,1.00,csv-only,
9e0677fa9f,activities,Sailing,sailing,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
a522160881,activities,Sea Kayak Safari,sea-kayak-safari,Pembrokeshire,content/activities.csv,1.00,csv-only,
2b915109fb,activities,Sea Kayaking,sea-kayaking,Snowdonia,content/activities.csv,1.00,csv-only,
2b915109fb,activities,Sea Kayaking,sea-kayaking,Pembrokeshire,content/activities.csv,1.00,csv-only,
2b915109fb,activities,Sea Kayaking,sea-kayaking,Pembrokeshire,content/activities.csv,1.00,csv-only,
2b915109fb,activities,Sea Kayaking,sea-kayaking,Anglesey,content/activities.csv,1.00,csv-only,
2b915109fb,activities,Sea Kayaking,sea-kayaking,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
3615971718,activities,Sea Kayaking Safari,sea-kayaking-safari,Pembrokeshire,content/activities.csv,1.00,csv-only,
04f0984a42,activities,Snowdon Summit Hike,snowdon-summit-hike,Snowdonia,content/activities.csv,1.00,csv-only,
cc8263b151,activities,Stand Up Paddleboarding,stand-up-paddleboarding,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
6616e78cb7,activities,SUP,sup,Mid Wales,content/activities.csv,1.00,csv-only,
ac61a3041b,activities,SUP Boarding,sup-boarding,Gower,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Pembrokeshire,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Pembrokeshire,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Gower,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Gower,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Gower,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Mid Wales,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
e027261332,activities,Surfing,surfing,Llŷn Peninsula,content/activities.csv,1.00,csv-only,
85c538daed,activities,Surfing Lesson,surfing-lesson,Pembrokeshire,content/activities.csv,1.00,csv-only,
7938b531a6,activities,Trail Running,trail-running,Mid Wales,content/activities.csv,1.00,csv-only,
ae04f3e417,activities,Underground Adventure,underground-adventure,Snowdonia,content/activities.csv,1.00,csv-only,
66f9539eb8,activities,Velocity 2 Zip Line,velocity-2-zip-line,Snowdonia,content/activities.csv,1.00,csv-only,
518f58e321,activities,White Water Rafting,white-water-rafting,Snowdonia,content/activities.csv,1.00,csv-only,
099d685cb6,activities,Wild Swimming,wild-swimming,Pembrokeshire,content/activities.csv,1.00,csv-only,
64025f9ab8,activities,Windsurfing,windsurfing,Anglesey,content/activities.csv,1.00,csv-only,
977c57411b,activities,Wing Foiling,wing-foiling,Anglesey,content/activities.csv,1.00,csv-only,
bf95946732,activities,Zip World Fforest Coaster,zip-world-fforest-coaster,Snowdonia,content/activities.csv,1.00,csv-only,
83c2c01717,commercial-partners,Airbnb,airbnb,,content/commercial-partners.csv,1.00,csv-only,
8f94bb78cd,commercial-partners,AllTrails,alltrails,,content/commercial-partners.csv,1.00,csv-only,
67653ff38a,commercial-partners,Booking.com,booking-com,,content/commercial-partners.csv,1.00,csv-only,
f7fe9295ae,commercial-partners,Discover Cars,discover-cars,,content/commercial-partners.csv,1.00,csv-only,
be5af8a2c4,commercial-partners,English Heritage (Cadw),english-heritage-cadw,,content/commercial-partners.csv,1.00,csv-only,
45595b0fd7,commercial-partners,Expedia,expedia,,content/commercial-partners.csv,1.00,csv-only,
46f785f14f,commercial-partners,GetYourGuide,getyourguide,,content/commercial-partners.csv,1.00,csv-only,
6029575b93,commercial-partners,Google Maps,google-maps,,content/commercial-partners.csv,1.00,csv-only,
979e940665,commercial-partners,Klook,klook,,content/commercial-partners.csv,1.00,csv-only,
dd01dd1c18,commercial-partners,Komoot,komoot,,content/commercial-partners.csv,1.00,csv-only,
7d13666980,commercial-partners,Mapbox,mapbox,,content/commercial-partners.csv,1.00,csv-only,
cf27fd3130,commercial-partners,Met Office,met-office,,content/commercial-partners.csv,1.00,csv-only,
59a86397f4,commercial-partners,Mountain Weather Information Service,mountain-weather-information-service,,content/commercial-partners.csv,1.00,csv-only,
d59cd4708d,commercial-partners,Musement,musement,,content/commercial-partners.csv,1.00,csv-only,
